Title,Description,Rating Value,Vote Count,Content Rating,Genre,Duration,IMDb Link
The Treasure of the Sierra Madre,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,8.2,138909,AL,"Adventure, Drama, Western",2 Hours 6 Minutes,https://www.imdb.com/title/tt0040897/
Finding Nemo,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",8.2,1176127,AL,"Animation, Adventure, Comedy",1 Hour 40 Minutes,https://www.imdb.com/title/tt0266543/
Hauru no ugoku shiro,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",8.2,493389,MG6,"Animation, Adventure, Family",1 Hour 59 Minutes,https://www.imdb.com/title/tt0347149/
Yôjinbô,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,8.2,139816,12,"Action, Drama, Thriller",1 Hour 50 Minutes,https://www.imdb.com/title/tt0055630/
La meglio gioventù,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,8.4,26245,R,"Drama, Romance",6 Hours 14 Minutes,https://www.imdb.com/title/tt0346336/
The Great Escape,Allied officers in a German prisoner of war camp during World War II make a daring plan for a mass escape by hundreds of POWs hoping to draw German personnel and resources away from combat operations.,8.2,271930,12,"Adventure, Drama, Thriller",2 Hours 52 Minutes,https://www.imdb.com/title/tt0057115/
Monty Python and the Holy Grail,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",8.2,593665,12,"Adventure, Comedy, Fantasy",1 Hour 31 Minutes,https://www.imdb.com/title/tt0071853/
The Elephant Man,"A Victorian surgeon rescues a heavily-disfigured and mistreated young man working as a sideshow freak, who gradually reveals his capacity for kindness, intelligence and sophistication.",8.2,276250,12,"Biography, Drama",2 Hours 4 Minutes,https://www.imdb.com/title/tt0080678/
Klaus,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg&apos;s new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",8.2,219558,6,"Animation, Adventure, Comedy",1 Hour 36 Minutes,https://www.imdb.com/title/tt4729430/
Dial M for Murder,"A London playboy plots the perfect murder of his rich, unfaithful Wife.",8.2,200395,PG,"Crime, Drama, Mystery",1 Hour 45 Minutes,https://www.imdb.com/title/tt0046912/
Gone with the Wind,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,8.2,350154,6,"Drama, Romance, War",3 Hours 58 Minutes,https://www.imdb.com/title/tt0031381/
El secreto de sus ojos,"A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases, and for his unreciprocated love with his superior--both of which still haunt him decades later.",8.2,236378,16,"Drama, Mystery, Romance",2 Hours 9 Minutes,https://www.imdb.com/title/tt1305806/
Chinatown,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",8.1,369456,16,"Drama, Mystery, Thriller",2 Hours 10 Minutes,https://www.imdb.com/title/tt0071315/
"Lock, Stock and Two Smoking Barrels","When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt.",8.1,640391,16,"Comedy, Crime",1 Hour 47 Minutes,https://www.imdb.com/title/tt0120735/
V for Vendetta,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of &quot;V&quot;, plots to overthrow the tyrannical government - with the help of a young woman.",8.1,1225931,16,"Action, Drama, Sci-Fi",2 Hours 12 Minutes,https://www.imdb.com/title/tt0434409/
Rashômon,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai&apos;s ghost and a woodcutter.",8.1,192083,12,"Crime, Drama, Mystery",1 Hour 28 Minutes,https://www.imdb.com/title/tt0042876/
Inside Out,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions, Joy, Fear, Anger, Disgust, and Sadness, conflict on how best to navigate a new city, house, and school.",8.1,883875,AL,"Animation, Adventure, Comedy",1 Hour 35 Minutes,https://www.imdb.com/title/tt2096673/
"Three Billboards Outside Ebbing, Missouri",A mother personally challenges the local authorities to solve her daughter&apos;s murder when they fail to catch the culprit.,8.1,591002,16,"Comedy, Crime, Drama",1 Hour 55 Minutes,https://www.imdb.com/title/tt5027774/
